Mes,Tarifa,Segmento,Unidades,Concepto,Division,Int. Horario,Cargos Tarifarios,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Golfo Centro,NA,1343.48,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Golfo Centro,NA,1343.48,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Golfo Centro,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Golfo Centro,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Golfo Centro,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Golfo Norte,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,B,0.5794,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,I,0.9747,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Golfo Norte,P,1.0694,
marzo 2018,DIST,Generacion,$/kWh,Energia,Golfo Norte,B,0.5622,
marzo 2018,DIST,Generacion,$/kWh,Energia,Golfo Norte,I,0.9593,
marzo 2018,DIST,Generacion,$/kWh,Energia,Golfo Norte,P,1.0528,
marzo 2018,DIST,Generacion,$/kWh,Energia,Golfo Norte,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Golfo Norte,B,0.5041,
marzo 2018,DIT,Generacion,$/kWh,Energia,Golfo Norte,I,0.9295,
marzo 2018,DIT,Generacion,$/kWh,Energia,Golfo Norte,P,0.9796,
marzo 2018,DIT,Generacion,$/kWh,Energia,Golfo Norte,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Golfo Norte,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Golfo Norte,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Golfo Norte,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Golfo Norte,NA,53.64,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Golfo Norte,NA,281.3097,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Golfo Norte,NA,281.3097,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Golfo Norte,NA,281.3097,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Golfo Norte,NA,524.69,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Golfo Norte,NA,1574.07,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Golfo Norte,NA,1574.07,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Golfo Norte,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Golfo Norte,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Golfo Norte,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Jalisco,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Jalisco,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Jalisco,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Jalisco,B,0.5743,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Jalisco,I,1.132,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Jalisco,P,1.2907,
marzo 2018,DIST,Generacion,$/kWh,Energia,Jalisco,B,0.6182,
marzo 2018,DIST,Generacion,$/kWh,Energia,Jalisco,I,1.1038,
marzo 2018,DIST,Generacion,$/kWh,Energia,Jalisco,P,1.3289,
marzo 2018,DIST,Generacion,$/kWh,Energia,Jalisco,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Jalisco,B,0.5523,
marzo 2018,DIT,Generacion,$/kWh,Energia,Jalisco,I,1.0634,
marzo 2018,DIT,Generacion,$/kWh,Energia,Jalisco,P,1.2167,
marzo 2018,DIT,Generacion,$/kWh,Energia,Jalisco,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Jalisco,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Jalisco,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Jalisco,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Jalisco,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Jalisco,NA,148.5,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Jalisco,NA,274.6003,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Jalisco,NA,281.3097,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Jalisco,NA,274.6003,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Jalisco,NA,486.8,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Jalisco,NA,1460.41,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Jalisco,NA,1460.41,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Jalisco,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Jalisco,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Jalisco,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Noroeste,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Noroeste,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Noroeste,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Noroeste,B,0.5433,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Noroeste,I,0.953,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Noroeste,P,1.0711,
marzo 2018,DIST,Generacion,$/kWh,Energia,Noroeste,B,0.562,
marzo 2018,DIST,Generacion,$/kWh,Energia,Noroeste,I,0.9138,
marzo 2018,DIST,Generacion,$/kWh,Energia,Noroeste,P,1.0867,
marzo 2018,DIST,Generacion,$/kWh,Energia,Noroeste,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Noroeste,B,0.4859,
marzo 2018,DIT,Generacion,$/kWh,Energia,Noroeste,I,0.8544,
marzo 2018,DIT,Generacion,$/kWh,Energia,Noroeste,P,0.9499,
marzo 2018,DIT,Generacion,$/kWh,Energia,Noroeste,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Noroeste,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Noroeste,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Noroeste,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Noroeste,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Noroeste,NA,84.16,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Noroeste,NA,274.6003,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Noroeste,NA,281.3097,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Noroeste,NA,274.5395,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Noroeste,NA,591.73,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Noroeste,NA,1775.19,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Noroeste,NA,1775.19,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Noroeste,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Noroeste,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Noroeste,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Norte,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Norte,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Norte,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Norte,B,0.5797,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Norte,I,1.0021,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Norte,P,1.1959,
marzo 2018,DIST,Generacion,$/kWh,Energia,Norte,B,0.5449,
marzo 2018,DIST,Generacion,$/kWh,Energia,Norte,I,0.9571,
marzo 2018,DIST,Generacion,$/kWh,Energia,Norte,P,1.1453,
marzo 2018,DIST,Generacion,$/kWh,Energia,Norte,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Norte,B,0.5471,
marzo 2018,DIT,Generacion,$/kWh,Energia,Norte,I,0.9533,
marzo 2018,DIT,Generacion,$/kWh,Energia,Norte,P,1.1045,
marzo 2018,DIT,Generacion,$/kWh,Energia,Norte,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Norte,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Norte,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Norte,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Norte,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Norte,NA,68.83,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Norte,NA,281.3097,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Norte,NA,281.3097,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Norte,NA,281.3097,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Norte,NA,926.62,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Norte,NA,2779.86,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Norte,NA,2779.86,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Norte,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Norte,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Norte,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Oriente,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Oriente,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Oriente,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Oriente,B,0.5149,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Oriente,I,1.0086,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Oriente,P,1.1498,
marzo 2018,DIST,Generacion,$/kWh,Energia,Oriente,B,0.561,
marzo 2018,DIST,Generacion,$/kWh,Energia,Oriente,I,1.081,
marzo 2018,DIST,Generacion,$/kWh,Energia,Oriente,P,1.2321,
marzo 2018,DIST,Generacion,$/kWh,Energia,Oriente,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Oriente,B,0.6198,
marzo 2018,DIT,Generacion,$/kWh,Energia,Oriente,I,1.0885,
marzo 2018,DIT,Generacion,$/kWh,Energia,Oriente,P,1.2923,
marzo 2018,DIT,Generacion,$/kWh,Energia,Oriente,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Oriente,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Oriente,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Oriente,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Oriente,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Oriente,NA,189.25,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Oriente,NA,252.0538,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Oriente,NA,281.3097,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Oriente,NA,281.3097,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Oriente,NA,468.15,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Oriente,NA,1404.44,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Oriente,NA,1404.44,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Oriente,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Oriente,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Oriente,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Peninsular,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Peninsular,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Peninsular,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Peninsular,B,0.7284,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Peninsular,I,1.3194,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Peninsular,P,1.4881,
marzo 2018,DIST,Generacion,$/kWh,Energia,Peninsular,B,0.6506,
marzo 2018,DIST,Generacion,$/kWh,Energia,Peninsular,I,1.2063,
marzo 2018,DIST,Generacion,$/kWh,Energia,Peninsular,P,1.3293,
marzo 2018,DIST,Generacion,$/kWh,Energia,Peninsular,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Peninsular,B,0.6401,
marzo 2018,DIT,Generacion,$/kWh,Energia,Peninsular,I,1.1923,
marzo 2018,DIT,Generacion,$/kWh,Energia,Peninsular,P,1.2843,
marzo 2018,DIT,Generacion,$/kWh,Energia,Peninsular,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Peninsular,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Peninsular,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Peninsular,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Peninsular,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Peninsular,NA,84.18,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Peninsular,NA,274.6003,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Peninsular,NA,271.6173,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Peninsular,NA,268.5789,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Peninsular,NA,495.59,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Peninsular,NA,1486.76,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Peninsular,NA,1486.76,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Peninsular,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Sureste,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Sureste,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Sureste,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Sureste,B,0.5721,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Sureste,I,1.0933,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Sureste,P,1.2428,
marzo 2018,DIST,Generacion,$/kWh,Energia,Sureste,B,0.5954,
marzo 2018,DIST,Generacion,$/kWh,Energia,Sureste,I,1.1012,
marzo 2018,DIST,Generacion,$/kWh,Energia,Sureste,P,1.2932,
marzo 2018,DIST,Generacion,$/kWh,Energia,Sureste,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Sureste,B,0.5038,
marzo 2018,DIT,Generacion,$/kWh,Energia,Sureste,I,0.967,
marzo 2018,DIT,Generacion,$/kWh,Energia,Sureste,P,1.0769,
marzo 2018,DIT,Generacion,$/kWh,Energia,Sureste,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Sureste,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Sureste,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Sureste,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Sureste,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Sureste,NA,134.22,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Sureste,NA,241.5395,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Sureste,NA,274.6003,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Sureste,NA,243.8613,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Sureste,NA,723.78,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Sureste,NA,2171.33,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Sureste,NA,2171.33,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Sureste,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Sureste,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Sureste,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Valle de Mexico Centro,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.6402,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.1459,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.3609,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.6541,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.2198,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.3973,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Centro,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,B,0.6541,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,I,1.2273,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,P,1.372,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Centro,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Valle de Mexico Centro,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Valle de Mexico Centro,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Valle de Mexico Centro,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Valle de Mexico Centro,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Valle de Mexico Centro,NA,58.56,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Valle de Mexico Centro,NA,281.3097,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Valle de Mexico Centro,NA,281.3097,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Valle de Mexico Centro,NA,281.3097,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Valle de Mexico Centro,NA,571.56,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Valle de Mexico Centro,NA,1714.69,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Valle de Mexico Centro,NA,1714.69,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Valle de Mexico Centro,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Valle de Mexico Norte,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.6381,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,1.137,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,1.3521,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.4438,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,0.8714,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,0.9985,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Norte,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,B,0.3982,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,I,0.7802,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,P,0.8762,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Norte,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Valle de Mexico Norte,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Valle de Mexico Norte,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Valle de Mexico Norte,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Valle de Mexico Norte,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Valle de Mexico Norte,NA,84.34,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Valle de Mexico Norte,NA,281.3097,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Valle de Mexico Norte,NA,274.6003,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Valle de Mexico Norte,NA,274.6003,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Valle de Mexico Norte,NA,641.78,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Valle de Mexico Norte,NA,1925.35,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Valle de Mexico Norte,NA,1925.35,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Valle de Mexico Norte,NA,0.0054,
marzo 2018,GDMTH,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0061,
marzo 2018,DIST,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0061,
marzo 2018,DIT,CENACE,$/kWh,Energia,Valle de Mexico Sur,NA,0.0061,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.6458,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.1533,
marzo 2018,GDMTH,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.3718,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.6454,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.148,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.3709,
marzo 2018,DIST,Generacion,$/kWh,Energia,Valle de Mexico Sur,SP,0,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,B,0.6569,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,I,1.2245,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,P,1.3771,
marzo 2018,DIT,Generacion,$/kWh,Energia,Valle de Mexico Sur,SP,0,
marzo 2018,GDMTH,Transmision,$/kWh,Energia,Valle de Mexico Sur,NA,0.1585,
marzo 2018,DIST,Transmision,$/kWh,Energia,Valle de Mexico Sur,NA,0.1585,
marzo 2018,DIT,Transmision,$/kWh,Energia,Valle de Mexico Sur,NA,0.0696,
marzo 2018,GDMTH,Perdidas,$/kWh,Energia,Valle de Mexico Sur,NA,0,
marzo 2018,GDMTH,Distribucion,$/kW,Potencia,Valle de Mexico Sur,NA,65.67,
marzo 2018,GDMTH,Capacidad,$/kW,Potencia,Valle de Mexico Sur,NA,281.3097,
marzo 2018,DIST,Capacidad,$/kW,Potencia,Valle de Mexico Sur,NA,281.3097,
marzo 2018,DIT,Capacidad,$/kW,Potencia,Valle de Mexico Sur,NA,281.3097,
marzo 2018,GDMTH,Suministro,$/Cliente,Usuarios,Valle de Mexico Sur,NA,654.45,
marzo 2018,DIST,Suministro,$/Cliente,Usuarios,Valle de Mexico Sur,NA,1963.35,
marzo 2018,DIT,Suministro,$/Cliente,Usuarios,Valle de Mexico Sur,NA,1963.35,
marzo 2018,GDMTH,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0054,
marzo 2018,DIST,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0054,
marzo 2018,DIT,SCnMEM,$/kWh,Energia,Valle de Mexico Sur,NA,0.0054,
junio 2018,GDMTH,CENACE,$/kWh,Energia,Baja California,NA,0.0061,
junio 2018,DIST,CENACE,$/kWh,Energia,Baja California,NA,0.0061,
junio 2018,DIT,CENACE,$/kWh,Energia,Baja California,NA,0.0061,
junio 2018,GDMTH,Generacion,$/kWh,Energia,Baja California,B,0.3217,
junio 2018,GDMTH,Generacion,$/kWh,Energia,Baja California,I,0.5825,
junio 2018,GDMTH,Generacion,$/kWh,Energia,Baja California,P,0.8387,
junio 2018,DIST,Generacion,$/kWh,Energia,Baja California,B,0.3515,
junio 2018,DIST,Generacion,$/kWh,Energia,Baja California,I,0.6364,
junio 2018,DIST,Generacion,$/kWh,Energia,Baja California,P,0.9174,
junio 2018,DIST,Generacion,$/kWh,Energia,Baja California,SP,0.8612,
junio 2018,DIT,Generacion,$/kWh,Energia,Baja California,B,0.4064,
junio 2018,DIT,Generacion,$/kWh,Energia,Baja California,I,0.7358,
junio 2018,DIT,Generacion,$/kWh,Energia,Baja California,P,1.0571,
junio 2018,DIT,Generacion,$/kWh,Energia,Baja California,SP,0.9928,
junio 2018,GDMTH,Transmision,$/kWh,Energia,Baja California,NA,0.1585,
junio 2018,DIST,Transmision,$/kWh,Energia,Baja California,NA,0.1585,
junio 2018,DIT,Transmision,$/kWh,Energia,Baja California,NA,0.0696,
junio 2018,GDMTH,Perdidas,$/kWh,Energia,Baja California,NA,0,
junio 2018,GDMTH,Distribucion,$/kW,Potencia,Baja California,NA,83.98,
junio 2018,GDMTH,Capacidad,$/kW,Potencia,Baja California,NA,275.6644,
junio 2018,DIST,Capacidad,$/kW,Potencia,Baja California,NA,302.0054,
junio 2018,DIT,Capacidad,$/kW,Potencia,Baja California,NA,309.3844,
junio 2018,GDMTH,Suministro,$/Cliente,Usuarios,Baja California,NA,655.38,
junio 2018,DIST,Suministro,$/Cliente,Usuarios,Baja California,NA,1966.14,
junio 2018,DIT,Suministro,$/Cliente,Usuarios,Baja California,NA,1966.14,
junio 2018,GDMTH,SCnMEM,$/kWh,Energia,Baja California,NA,0.0054,
junio 2018,DIST,SCnMEM,$/kWh,Energia,Baja California,NA,0.0054,
junio 2018,DIT,SCnMEM,$/kWh,Energia,Baja California,NA,0.0054,
junio 2018,GDMTH,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0061,
junio 2018,DIST,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0061,
junio 2018,DIT,CENACE,$/kWh,Energia,Baja California Sur,NA,0.0061,
junio 2018,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,B,1.4648,
junio 2018,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,I,1.9003,
junio 2018,GDMTH,Generacion,$/kWh,Energia,Baja California Sur,P,2.7361,
junio 2018,DIST,Generacion,$/kWh,Energia,Baja California Sur,B,1.5971,
junio 2018,DIST,Generacion,$/kWh,Energia,Baja California Sur,I,2.072,
junio 2018,DIST,Generacion,$/kWh,Energia,Baja California Sur,P,2.9866,
junio 2018,DIST,Generacion,$/kWh,Energia,Baja California Sur,SP,0,
junio 2018,DIT,Generacion,$/kWh,Energia,Baja California Sur,B,1.8688,
